tenure_months,monthly_charges,total_tickets,contract_type,payment_method,churn
21,87.75,2,one-year,credit_card,1
68,72.58,0,two-year,bank_transfer,0
25,91.81,2,month-to-month,electronic_check,1
68,78.15,1,month-to-month,bank_transfer,1
45,114.78,2,one-year,bank_transfer,1
60,25.37,2,month-to-month,credit_card,1
12,30.62,1,month-to-month,electronic_check,0
32,37.37,1,month-to-month,bank_transfer,0
13,89.02,0,month-to-month,credit_card,1
31,84.56,3,month-to-month,credit_card,1
20,109.21,0,month-to-month,electronic_check,1
18,93.29,2,month-to-month,credit_card,1
60,70.84,0,one-year,bank_transfer,0
63,119.18,3,month-to-month,bank_transfer,1
6,46.61,2,month-to-month,electronic_check,1
32,103.32,1,month-to-month,bank_transfer,1
43,62.68,1,month-to-month,credit_card,0
2,84.87,0,month-to-month,electronic_check,1
60,92.73,0,month-to-month,electronic_check,1
23,83.38,3,one-year,electronic_check,1
31,34.05,3,month-to-month,electronic_check,1
5,64.3,1,month-to-month,credit_card,1
34,76.14,0,one-year,electronic_check,1
10,104.9,0,month-to-month,electronic_check,1
2,64.36,1,one-year,credit_card,1
11,111.87,2,two-year,bank_transfer,1
50,64.04,1,month-to-month,electronic_check,0
31,74.88,1,two-year,bank_transfer,1
56,99.63,4,two-year,electronic_check,1
9,78.31,3,month-to-month,electronic_check,1
21,116.02,1,two-year,bank_transfer,1
28,86.03,3,one-year,credit_card,0
62,72.27,3,two-year,credit_card,0
7,22.36,2,one-year,credit_card,1
16,61.37,2,one-year,credit_card,0
4,49.92,3,month-to-month,credit_card,1
4,94.81,4,month-to-month,credit_card,1
40,40.83,2,month-to-month,credit_card,0
17,40.52,5,month-to-month,bank_transfer,1
52,38.95,3,two-year,electronic_check,0
52,32.56,1,month-to-month,electronic_check,1
36,51.1,0,one-year,electronic_check,0
38,108.59,1,month-to-month,credit_card,1
50,97.49,2,month-to-month,bank_transfer,1
63,93.53,0,month-to-month,credit_card,0
63,99.73,4,month-to-month,electronic_check,1
62,46.94,1,two-year,bank_transfer,0
7,108.74,4,month-to-month,electronic_check,1
27,33.73,0,month-to-month,credit_card,1
14,53.63,2,month-to-month,credit_card,1
71,78.67,2,month-to-month,credit_card,0
5,30.29,0,month-to-month,electronic_check,0
55,93.01,2,month-to-month,electronic_check,0
2,58.72,1,month-to-month,electronic_check,1
62,98.44,3,month-to-month,electronic_check,1
21,69.29,3,month-to-month,credit_card,1
21,38.09,1,two-year,electronic_check,0
10,93.48,0,month-to-month,bank_transfer,1
58,45.21,2,month-to-month,bank_transfer,0
39,69.08,1,one-year,bank_transfer,0
5,27.55,2,one-year,electronic_check,0
65,81.79,1,one-year,credit_card,0
13,86.59,0,two-year,bank_transfer,0
53,57.87,0,month-to-month,credit_card,0
45,115.44,2,month-to-month,electronic_check,1
32,107.42,0,month-to-month,credit_card,1
36,90.79,2,two-year,electronic_check,1
60,91.37,1,month-to-month,bank_transfer,1
11,45.24,3,one-year,bank_transfer,1
63,85.68,1,one-year,electronic_check,1
21,39.82,1,month-to-month,electronic_check,0
52,34.4,0,month-to-month,credit_card,0
55,119.95,1,month-to-month,electronic_check,1
26,82.24,0,month-to-month,credit_card,0
68,63.1,1,month-to-month,bank_transfer,1
34,48.82,1,month-to-month,electronic_check,1
52,80.39,1,one-year,electronic_check,0
52,24.96,0,two-year,electronic_check,0
29,29.47,1,one-year,bank_transfer,1
38,23.29,3,one-year,bank_transfer,1
42,69.92,2,month-to-month,credit_card,0
21,80.06,3,month-to-month,bank_transfer,1
42,26.25,0,month-to-month,credit_card,0
13,92.12,2,month-to-month,electronic_check,1
64,43.04,2,one-year,bank_transfer,0
17,88.52,2,two-year,electronic_check,1
9,118.19,2,month-to-month,electronic_check,1
41,89.11,6,month-to-month,credit_card,1
1,108.32,2,month-to-month,credit_card,1
2,114.82,2,month-to-month,electronic_check,1
60,68.68,0,one-year,credit_card,0
48,90.23,1,one-year,bank_transfer,0
29,105.2,2,one-year,credit_card,1
10,55.66,1,one-year,electronic_check,1
58,46.14,4,month-to-month,electronic_check,0
60,114.66,1,two-year,credit_card,1
21,92.63,1,one-year,bank_transfer,1
28,41.97,1,month-to-month,bank_transfer,1
34,64.91,1,month-to-month,bank_transfer,1
8,99.65,4,two-year,credit_card,1
59,74.71,0,month-to-month,bank_transfer,1
49,85.0,0,month-to-month,bank_transfer,0
17,95.38,1,month-to-month,credit_card,1
60,82.2,2,two-year,credit_card,0
45,74.01,3,month-to-month,electronic_check,1
69,94.96,0,one-year,bank_transfer,0
32,92.76,2,two-year,bank_transfer,1
44,82.99,0,two-year,electronic_check,1
65,55.98,2,two-year,bank_transfer,1
8,60.58,2,month-to-month,electronic_check,1
43,117.04,1,month-to-month,electronic_check,1
1,31.24,2,month-to-month,credit_card,1
51,46.85,2,month-to-month,electronic_check,1
24,69.24,0,two-year,bank_transfer,0
24,103.67,3,two-year,electronic_check,1
17,36.37,1,month-to-month,bank_transfer,0
5,47.7,2,month-to-month,electronic_check,1
20,26.58,1,month-to-month,bank_transfer,1
21,90.6,2,month-to-month,credit_card,1
58,43.82,2,month-to-month,electronic_check,1
31,58.87,5,one-year,electronic_check,1
11,64.37,2,one-year,bank_transfer,1
52,109.13,1,two-year,electronic_check,1
15,61.13,3,month-to-month,electronic_check,1
7,34.52,0,month-to-month,electronic_check,1
28,72.43,2,two-year,bank_transfer,0
51,116.3,1,month-to-month,credit_card,1
58,80.77,3,month-to-month,bank_transfer,1
5,118.34,1,month-to-month,bank_transfer,1
5,104.11,0,two-year,electronic_check,1
8,23.6,0,one-year,credit_card,1
64,85.84,0,two-year,electronic_check,0
10,48.68,0,month-to-month,credit_card,0
38,75.96,0,one-year,electronic_check,1
8,47.93,0,one-year,credit_card,1
25,54.89,3,month-to-month,bank_transfer,1
66,112.32,2,two-year,electronic_check,1
50,40.66,5,one-year,credit_card,1
67,107.41,0,two-year,electronic_check,1
49,23.05,0,two-year,credit_card,0
36,29.09,1,month-to-month,credit_card,0
68,105.47,0,month-to-month,electronic_check,1
41,83.06,2,month-to-month,electronic_check,1
62,94.72,1,one-year,bank_transfer,1
10,40.94,1,one-year,bank_transfer,0
21,73.71,3,one-year,credit_card,1
36,93.72,2,month-to-month,credit_card,1
12,82.73,1,one-year,electronic_check,1
2,67.17,1,month-to-month,credit_card,0
13,115.98,2,month-to-month,credit_card,1
53,87.62,1,two-year,electronic_check,1
32,110.78,1,month-to-month,electronic_check,1
16,92.98,0,month-to-month,bank_transfer,1
32,93.55,1,month-to-month,credit_card,1
32,28.0,1,month-to-month,electronic_check,0
11,55.95,0,month-to-month,credit_card,1
10,105.84,2,one-year,credit_card,1
15,43.26,1,one-year,electronic_check,0
17,31.55,2,month-to-month,bank_transfer,1
40,52.61,1,month-to-month,electronic_check,1
18,42.04,1,month-to-month,electronic_check,1
55,112.53,4,one-year,bank_transfer,1
25,106.8,1,month-to-month,credit_card,1
59,69.97,1,month-to-month,bank_transfer,0
22,26.13,3,month-to-month,credit_card,1
30,91.46,0,month-to-month,electronic_check,1
44,82.34,2,one-year,bank_transfer,0
32,117.06,2,month-to-month,credit_card,1
51,75.9,1,month-to-month,electronic_check,1
46,53.64,0,month-to-month,bank_transfer,0
21,71.9,0,two-year,bank_transfer,1
32,117.93,2,one-year,credit_card,0
39,89.64,1,month-to-month,bank_transfer,1
12,87.2,1,month-to-month,bank_transfer,1
47,44.07,1,two-year,credit_card,0
18,94.36,2,month-to-month,electronic_check,1
21,95.03,1,two-year,bank_transfer,1
13,51.73,1,month-to-month,bank_transfer,1
21,68.37,2,month-to-month,electronic_check,0
8,49.46,0,one-year,bank_transfer,0
46,45.87,3,one-year,electronic_check,0
7,22.59,3,two-year,credit_card,1
23,48.52,1,two-year,credit_card,1
22,75.4,0,month-to-month,electronic_check,1
22,20.16,1,one-year,electronic_check,0
29,48.32,2,two-year,credit_card,1
13,108.14,2,month-to-month,electronic_check,1
2,79.36,1,month-to-month,bank_transfer,1
29,80.79,4,month-to-month,electronic_check,1
52,60.34,3,month-to-month,electronic_check,1
27,87.65,4,two-year,electronic_check,1
50,38.99,2,month-to-month,electronic_check,0
23,101.87,1,month-to-month,bank_transfer,1
44,31.67,0,two-year,credit_card,0
22,85.6,2,month-to-month,bank_transfer,1
43,54.11,2,one-year,bank_transfer,0
37,94.75,2,two-year,bank_transfer,0
61,74.98,0,month-to-month,electronic_check,1
56,65.24,0,month-to-month,electronic_check,0
3,36.94,1,month-to-month,electronic_check,0
63,83.68,2,one-year,bank_transfer,1
19,117.48,6,month-to-month,credit_card,1
23,102.56,2,month-to-month,bank_transfer,1
29,26.0,0,month-to-month,bank_transfer,1
30,57.62,0,one-year,electronic_check,0
39,112.56,3,month-to-month,credit_card,1
25,70.3,1,one-year,credit_card,1
8,86.21,2,one-year,electronic_check,1
58,111.26,2,one-year,bank_transfer,1
16,107.38,1,two-year,bank_transfer,1
1,70.18,2,month-to-month,bank_transfer,1
5,63.76,8,month-to-month,credit_card,1
3,53.97,1,one-year,credit_card,0
65,91.9,3,month-to-month,bank_transfer,1
4,48.7,1,one-year,bank_transfer,0
64,44.99,2,two-year,electronic_check,0
10,55.62,0,two-year,electronic_check,0
21,37.72,1,one-year,electronic_check,0
46,89.51,3,two-year,electronic_check,0
27,81.62,0,month-to-month,credit_card,0
66,68.29,3,month-to-month,bank_transfer,1
41,59.03,0,month-to-month,credit_card,0
13,110.91,1,month-to-month,credit_card,1
9,22.91,2,month-to-month,credit_card,1
36,96.91,0,two-year,electronic_check,1
58,110.19,0,one-year,bank_transfer,1
54,64.64,3,one-year,electronic_check,0
12,75.07,1,month-to-month,credit_card,1
14,114.45,4,month-to-month,credit_card,1
34,41.23,0,two-year,electronic_check,1
53,72.01,2,one-year,electronic_check,0
20,67.47,2,one-year,bank_transfer,1
16,45.84,1,two-year,electronic_check,0
70,101.86,2,one-year,credit_card,1
56,109.96,5,one-year,credit_card,1
58,98.19,1,month-to-month,credit_card,1
4,39.54,2,month-to-month,bank_transfer,0
4,28.67,0,one-year,bank_transfer,1
20,80.54,1,month-to-month,electronic_check,1
10,25.71,2,one-year,credit_card,0
24,87.28,3,month-to-month,credit_card,1
26,73.04,2,month-to-month,electronic_check,1
37,86.28,1,month-to-month,electronic_check,1
54,79.02,0,month-to-month,electronic_check,1
21,62.27,1,two-year,credit_card,1
38,40.09,2,month-to-month,electronic_check,1
46,50.57,1,one-year,bank_transfer,0
4,72.45,1,month-to-month,electronic_check,1
60,85.19,0,month-to-month,credit_card,0
57,97.95,1,month-to-month,bank_transfer,1
45,96.72,2,two-year,electronic_check,1
20,117.27,2,month-to-month,electronic_check,1
17,48.58,1,two-year,electronic_check,1
71,27.11,2,month-to-month,credit_card,0
4,54.57,2,month-to-month,credit_card,1
14,94.33,1,one-year,electronic_check,0
3,63.81,0,month-to-month,bank_transfer,1
58,101.78,2,month-to-month,electronic_check,1
55,74.93,1,month-to-month,credit_card,1
4,112.98,2,month-to-month,electronic_check,1
24,114.79,0,month-to-month,credit_card,1
34,26.93,1,two-year,bank_transfer,0
30,65.64,1,month-to-month,bank_transfer,1
19,80.97,1,two-year,electronic_check,0
31,45.59,1,month-to-month,electronic_check,0
60,60.71,0,month-to-month,bank_transfer,0
60,87.77,3,month-to-month,bank_transfer,0
19,42.67,1,month-to-month,electronic_check,0
49,80.2,1,month-to-month,credit_card,1
63,89.74,2,month-to-month,bank_transfer,1
22,29.05,1,two-year,electronic_check,0
24,69.75,1,one-year,credit_card,1
30,46.31,0,one-year,credit_card,0
58,92.44,1,month-to-month,electronic_check,0
31,38.96,1,two-year,credit_card,0
64,109.22,2,month-to-month,bank_transfer,1
19,63.09,5,two-year,credit_card,1
48,39.8,1,month-to-month,electronic_check,0
45,63.8,6,month-to-month,credit_card,1
55,60.87,1,two-year,electronic_check,0
55,62.89,0,month-to-month,bank_transfer,0
18,78.56,2,two-year,electronic_check,1
63,72.12,2,month-to-month,electronic_check,1
47,34.98,2,month-to-month,bank_transfer,1
57,26.56,1,two-year,bank_transfer,0
45,92.94,2,one-year,electronic_check,1
33,75.97,4,one-year,electronic_check,1
17,55.9,3,month-to-month,electronic_check,1
70,100.84,3,month-to-month,electronic_check,1
4,58.81,0,month-to-month,electronic_check,1
20,99.6,1,month-to-month,electronic_check,1
47,50.58,2,two-year,electronic_check,1
15,27.28,1,month-to-month,bank_transfer,0
70,113.26,2,one-year,credit_card,1
47,59.46,2,two-year,electronic_check,0
9,99.27,0,month-to-month,electronic_check,1
16,47.91,3,two-year,bank_transfer,1
69,84.64,2,two-year,electronic_check,1
61,107.33,1,month-to-month,bank_transfer,1
10,24.16,3,month-to-month,credit_card,1
50,103.06,1,month-to-month,credit_card,1
3,77.13,4,one-year,bank_transfer,1
70,80.75,0,month-to-month,bank_transfer,1
51,72.32,0,one-year,electronic_check,0
19,107.45,5,month-to-month,bank_transfer,1
42,24.34,0,two-year,credit_card,0
35,46.1,1,two-year,credit_card,0
46,107.58,1,two-year,bank_transfer,0
26,95.23,1,month-to-month,electronic_check,1
69,21.76,1,month-to-month,electronic_check,0
64,71.7,2,month-to-month,electronic_check,1
37,72.96,2,month-to-month,credit_card,1
49,60.09,0,month-to-month,electronic_check,1
21,49.74,0,two-year,electronic_check,0
64,88.17,3,two-year,credit_card,1
5,40.78,0,month-to-month,electronic_check,0
70,99.89,0,one-year,bank_transfer,0
4,100.3,1,month-to-month,electronic_check,1
39,61.53,3,month-to-month,bank_transfer,1
35,48.35,2,two-year,electronic_check,0
1,48.39,1,two-year,bank_transfer,1
24,68.23,0,month-to-month,credit_card,0
57,91.96,2,two-year,bank_transfer,0
70,55.89,0,two-year,bank_transfer,0
41,81.0,0,month-to-month,credit_card,1
54,58.25,1,month-to-month,electronic_check,1
46,50.45,0,one-year,credit_card,0
60,22.49,3,two-year,electronic_check,1
60,20.39,1,month-to-month,electronic_check,0
57,42.72,1,month-to-month,electronic_check,0
31,60.64,2,one-year,electronic_check,0
24,105.13,1,one-year,credit_card,1
36,99.85,1,month-to-month,electronic_check,1
30,46.72,3,month-to-month,electronic_check,1
24,44.45,1,two-year,bank_transfer,1
30,42.73,1,one-year,electronic_check,0
7,53.92,2,two-year,credit_card,1
35,69.82,1,two-year,credit_card,1
55,63.87,2,two-year,electronic_check,0
14,41.83,4,two-year,electronic_check,1
10,33.05,2,two-year,electronic_check,1
16,21.26,1,one-year,bank_transfer,0
54,35.4,1,one-year,electronic_check,0
70,90.54,2,one-year,bank_transfer,0
44,44.36,0,one-year,credit_card,0
45,66.86,2,month-to-month,bank_transfer,1
56,79.13,3,month-to-month,electronic_check,1
57,108.68,1,month-to-month,electronic_check,1
21,108.89,1,month-to-month,credit_card,1
68,94.57,1,month-to-month,bank_transfer,1
50,23.52,1,two-year,electronic_check,0
33,77.51,1,month-to-month,bank_transfer,0
7,98.66,5,month-to-month,bank_transfer,1
70,21.73,2,one-year,electronic_check,1
15,74.97,3,month-to-month,credit_card,1
32,105.78,0,two-year,credit_card,0
20,67.41,1,month-to-month,bank_transfer,1
15,20.41,1,month-to-month,credit_card,0
48,21.1,0,two-year,bank_transfer,0
71,61.66,0,one-year,credit_card,0
21,35.5,1,two-year,bank_transfer,0
42,86.45,2,month-to-month,bank_transfer,1
26,90.88,2,month-to-month,electronic_check,1
14,37.79,1,month-to-month,electronic_check,0
57,108.85,2,month-to-month,electronic_check,0
37,64.19,2,month-to-month,bank_transfer,0
58,34.28,2,month-to-month,bank_transfer,1
21,96.43,2,two-year,bank_transfer,0
69,99.0,5,one-year,credit_card,0
3,83.93,1,month-to-month,electronic_check,1
37,105.35,2,month-to-month,electronic_check,1
49,93.74,1,two-year,electronic_check,1
19,108.22,1,month-to-month,electronic_check,1
12,63.39,0,month-to-month,bank_transfer,1
61,94.76,0,month-to-month,credit_card,1
41,119.98,2,one-year,electronic_check,1
33,92.49,0,month-to-month,credit_card,1
50,31.42,1,two-year,credit_card,0
68,71.83,4,month-to-month,electronic_check,1
71,78.73,1,month-to-month,bank_transfer,0
33,37.42,0,month-to-month,electronic_check,1
24,116.29,0,month-to-month,credit_card,1
61,37.56,1,month-to-month,electronic_check,0
61,37.76,0,two-year,bank_transfer,1
28,111.52,2,month-to-month,bank_transfer,1
58,66.52,1,two-year,credit_card,0
43,26.32,3,month-to-month,bank_transfer,0
41,79.82,1,month-to-month,electronic_check,0
39,80.18,1,month-to-month,bank_transfer,1
49,26.45,1,month-to-month,credit_card,0
17,117.25,3,one-year,bank_transfer,1
70,74.4,1,two-year,credit_card,0
70,75.98,1,one-year,credit_card,0
65,72.01,2,month-to-month,bank_transfer,1
5,81.07,1,month-to-month,electronic_check,1
2,46.43,8,two-year,electronic_check,1
22,48.72,3,two-year,credit_card,1
57,71.13,3,month-to-month,credit_card,1
66,100.67,1,month-to-month,electronic_check,1
16,24.99,1,one-year,bank_transfer,1
51,80.34,3,one-year,credit_card,0
39,100.68,1,month-to-month,bank_transfer,1
40,35.69,4,month-to-month,credit_card,1
38,21.5,0,two-year,electronic_check,0
60,51.27,0,month-to-month,credit_card,0
59,78.81,3,month-to-month,electronic_check,1
10,33.83,2,month-to-month,bank_transfer,1
64,62.61,2,month-to-month,bank_transfer,1
63,75.23,1,two-year,bank_transfer,0
49,79.89,1,one-year,bank_transfer,1
64,47.44,1,two-year,credit_card,0
32,60.0,1,month-to-month,bank_transfer,0
7,97.83,2,two-year,bank_transfer,1
21,114.12,2,month-to-month,electronic_check,1
20,106.19,3,month-to-month,credit_card,1
26,76.43,1,two-year,electronic_check,1
68,61.03,3,month-to-month,bank_transfer,1
15,53.3,3,month-to-month,electronic_check,1
14,32.5,1,month-to-month,bank_transfer,0
27,30.66,1,month-to-month,electronic_check,0
40,88.84,1,month-to-month,credit_card,1
58,45.98,0,one-year,electronic_check,0
28,45.47,1,month-to-month,electronic_check,0
26,119.82,1,month-to-month,credit_card,1
63,38.79,0,one-year,electronic_check,0
66,34.81,1,month-to-month,credit_card,0
25,29.87,2,one-year,credit_card,0
3,77.98,0,two-year,credit_card,1
44,82.79,2,month-to-month,electronic_check,1
42,56.52,1,one-year,electronic_check,0
6,73.54,1,month-to-month,electronic_check,1
39,98.84,1,one-year,electronic_check,1
52,101.81,2,month-to-month,electronic_check,1
23,115.79,1,month-to-month,credit_card,1
50,102.43,1,month-to-month,bank_transfer,1
43,76.48,1,one-year,electronic_check,1
19,37.97,0,month-to-month,electronic_check,1
69,29.98,0,month-to-month,bank_transfer,0
51,25.45,0,two-year,electronic_check,0
11,86.65,1,month-to-month,credit_card,1
12,100.75,0,one-year,electronic_check,1
8,70.87,3,month-to-month,credit_card,1
24,25.47,1,two-year,bank_transfer,0
41,73.55,3,month-to-month,credit_card,1
36,113.57,2,month-to-month,electronic_check,1
55,79.76,2,one-year,electronic_check,1
9,100.94,2,two-year,bank_transfer,1
47,100.02,1,two-year,credit_card,1
15,113.21,1,month-to-month,credit_card,1
48,97.02,2,two-year,bank_transfer,1
42,94.77,2,one-year,electronic_check,1
60,43.41,2,two-year,electronic_check,1
70,25.99,4,two-year,electronic_check,0
12,71.76,3,month-to-month,bank_transfer,1
2,32.44,2,one-year,electronic_check,1
7,116.22,1,one-year,electronic_check,1
3,48.99,1,one-year,bank_transfer,0
3,105.29,1,month-to-month,credit_card,1
27,58.76,2,month-to-month,bank_transfer,1
40,52.32,0,month-to-month,bank_transfer,0
33,113.52,3,two-year,credit_card,1
1,56.33,2,month-to-month,electronic_check,1
8,59.03,1,month-to-month,electronic_check,1
32,30.61,0,month-to-month,credit_card,0
48,87.04,0,one-year,bank_transfer,0
4,48.88,1,two-year,bank_transfer,1
70,78.56,0,one-year,electronic_check,0
19,79.14,1,month-to-month,bank_transfer,0
